userId,movieId,rating,timestamp,friendId
1,2093,3,964981710,318
1,2094,5,964982653,28
1,2096,4,964982838,436
1,2099,4,964982588,555
1,2105,4,964981725,487
1,2115,5,964982529,136
1,2116,5,964982876,368
1,2137,5,964982791,430
1,2139,5,964982791,220
1,2141,5,964982838,301
1,2143,4,964981725,250
1,2161,5,964981710,300
1,2174,4,964981680,45
1,2193,4,964981710,469
1,2253,2,964981775,450
1,2268,4,964982989,603
1,2273,4,964982310,420
1,2291,5,964983664,279
1,2329,5,964983263,227
1,2338,2,964983546,469
1,2353,5,964983861,501
1,2366,4,964982462,510
1,2387,5,964983123,464
1,2389,2,964983094,59
1,2395,5,964981093,347
1,2406,4,964982310,256
1,2414,3,964982513,28
1,2427,5,964982242,41
1,2450,4,964982620,533
1,2459,5,964983414,445
1,2470,5,964982588,556
1,2478,4,964984169,389
1,2492,4,965719662,459
1,2502,5,964981278,597
1,2528,3,964982328,424
1,2529,5,964982242,29
1,2542,5,964981265,261
1,2571,5,964981888,215
1,2580,5,964983000,323
1,2596,5,964981144,401
1,2616,4,964983080,255
1,2617,2,964982588,424
1,2628,4,964980523,319
1,2640,4,964982377,227
1,2641,5,964982620,405
1,2644,4,964983393,283
1,2648,4,964983414,13
1,2654,5,964983393,414
1,2657,3,964983426,21
1,2692,5,964981855,607
1,2700,5,964980985,26
1,2716,5,964983414,435
1,2761,5,964982703,505
1,2797,4,964981710,525
1,2826,4,964980523,313
1,2858,5,964980868,394
1,2872,5,964981680,478
1,2899,5,964982703,143
1,2916,4,964982290,151
1,2944,5,964981872,85
1,2947,5,964982176,483
1,2948,5,964982191,11
1,2949,5,964981888,67
1,2959,5,964983282,279
1,2985,4,964983034,116
1,2987,5,964982495,401
1,2991,5,964982271,287
1,2993,5,964982242,154
1,2997,4,964980896,457
1,3033,5,964983762,159
1,3034,5,964982791,49
1,3052,5,964981208,462
1,3053,5,964984086,167
1,3062,4,964981872,253
1,3147,5,964983873,460
1,3168,4,964982495,265
1,3176,1,964983504,341
1,3243,3,964981093,247
1,3247,3,964983108,605
1,3253,5,964981107,389
1,3273,5,964983536,379
1,3386,5,964983484,365
1,3439,4,964981799,118
1,3440,4,964981799,455
1,3441,5,964982328,266
1,3448,5,964984054,2
1,3450,5,964981144,454
1,3479,4,964981725,353
1,3489,4,964981775,215
1,3527,4,964982271,524
1,3578,5,964980668,515
1,3617,4,964980683,327
1,3639,4,964982271,364
1,3671,5,964981589,523
1,3702,5,964983737,540
1,3703,5,964981909,198
1,3729,5,964982363,47
1,3740,4,964982417,151
1,3744,4,964980694,257
1,3793,5,964981855,61
1,3809,4,964981220,21
1,4006,4,964982903,469
1,5060,5,964984002,61
2,318,3,1445714835,477
2,333,4,1445715029,479
2,1704,4.5,1445715228,557
2,3578,4,1445714885,1
2,6874,4,1445714952,16
2,8798,3.5,1445714960,414
2,46970,4,1445715013,374
2,48516,4,1445715064,184
2,58559,4.5,1445715141,188
2,60756,5,1445714980,456
2,68157,4.5,1445715154,498
2,71535,3,1445714974,23
2,74458,4,1445714926,318
2,77455,3,1445714941,381
2,79132,4,1445714841,590
2,80489,4.5,1445715340,181
2,80906,5,1445715172,269
2,86345,4,1445715166,404
2,89774,5,1445715189,38
2,91529,3.5,1445714891,226
2,91658,2.5,1445714938,141
2,99114,3.5,1445714874,414
2,106782,5,1445714966,298
2,109487,3,1445715145,205
2,112552,4,1445714882,124
2,114060,2,1445715276,15
2,115713,3.5,1445714854,287
2,122882,5,1445715272,145
2,131724,5,1445714851,91
3,31,0.5,1306463578,89
3,527,0.5,1306464275,565
3,647,0.5,1306463619,52
3,688,0.5,1306464228,442
3,720,0.5,1306463595,69
3,849,5,1306463611,6
3,914,0.5,1306463567,113
3,1093,0.5,1306463627,569
3,1124,0.5,1306464216,307
3,1263,0.5,1306463569,182
3,1272,0.5,1306463624,485
3,1275,3.5,1306463323,542
3,1302,0.5,1306464189,250
3,1371,3,1306463561,129
3,1587,4.5,1306464003,131
3,2018,0.5,1306464175,463
3,2080,0.5,1306463572,127
3,2090,0.5,1306464261,556
3,2105,2,1306463559,366
3,2288,4,1306463631,506
3,2424,0.5,1306464293,19
3,2851,5,1306463925,569
3,3024,4.5,1306464054,66
3,3210,0.5,1306463638,581
3,3703,5,1306463603,102
3,3949,0.5,1306464245,472
3,4518,5,1306463770,441
3,5048,0.5,1306464284,555
3,5181,5,1306463718,535
3,5746,5,1306463708,129
3,5764,4.5,1306464021,333
3,5919,5,1306463825,329
3,6238,0.5,1306464204,9
3,6835,5,1306463670,314
3,7899,4.5,1306464036,231
3,7991,5,1306463684,343
3,26409,4.5,1306463993,372
3,70946,5,1306463815,562
3,72378,0.5,1306464164,347
4,21,3,986935199,296
4,32,2,945173447,599
4,45,3,986935047,123
4,47,2,945173425,391
4,52,3,964622786,572
4,58,3,964538444,511
4,106,4,986848784,109
4,125,5,964622758,396
4,126,1,986848920,394
4,162,5,945078571,600
4,171,3,945078428,482
4,176,5,964622565,332
4,190,2,945079259,338
4,215,5,945079078,30
4,222,1,945629040,7
4,232,5,964622684,357
4,235,2,945173513,154
4,247,3,986848894,570
4,260,5,945079259,449
4,265,5,964538468,604
4,296,1,945173350,502
4,319,5,945079182,498
4,342,5,964538500,475
4,345,4,945629063,512
4,348,4,964622786,443
4,351,3,986934901,433
4,357,3,964623306,289
4,368,4,945078690,541
4,417,2,945078467,146
4,441,1,986934915,170
4,450,2,986848828,2
4,457,5,945079259,511
4,475,5,945174290,588
4,492,5,945079872,343
4,509,1,945079106,563
4,538,5,945078636,486
4,539,1,964538832,163
4,553,2,945079301,124
4,588,4,945079670,245
4,593,5,964539986,248
4,595,3,986848609,493
4,599,2,945078587,29
4,608,5,964540008,35
4,648,3,945079906,443
4,708,4,986935230,213
4,759,3,945078601,438
4,800,4,945079106,62
4,892,4,964622714,39
4,898,5,964623347,145
4,899,4,945079653,485
4,902,4,945078446,285
4,904,4,945079837,48
4,908,5,945173902,173
4,910,5,945173989,187
4,912,5,945173902,389
4,914,5,945079670,552
4,919,5,945079521,228
4,920,5,945173602,491
4,930,5,964538571,29
4,937,3,986849085,488
4,1025,4,945079232,220
4,1046,5,945173654,588
4,1057,3,964540578,14
4,1060,2,986934819,15
4,1073,4,945079483,471
4,1077,5,945173692,376
4,1079,2,945078946,413
4,1080,5,986934696,141
4,1084,5,945079259,403
4,1086,5,964539723,275
4,1094,3,964538500,22
4,1103,5,964539723,44
4,1136,5,986934625,199
4,1179,4,964539180,325
4,1183,1,964778513,319
4,1188,5,964538500,418
4,1196,5,964538763,458
4,1197,5,964538763,16
4,1198,3,964538728,530
4,1199,2,945078967,92
4,1203,5,945174025,311
4,1211,1,964539205,576
4,1213,4,945079729,20
4,1219,4,964539961,62
4,1225,4,964539326,421
4,1250,5,945174008,245
4,1259,4,964538728,72
4,1265,4,964622684,465
4,1266,4,986849037,307
4,1279,2,986934832,61
4,1282,5,945079653,500
4,1283,5,945078690,108
4,1288,4,945079653,29
4,1291,4,964538763,97
4,1304,3,945078467,550
4,1391,1,945173766,443
4,1449,5,945079767,151
4,1466,4,945173492,372
4,1500,4,964622830,571
4,1517,4,945079790,602
4,1580,3,986935244,497
4,1597,1,945079906,439
4,1617,2,945079837,38
4,1641,4,964622758,235
4,1704,1,945629015,380
4,1719,4,945079956,162
4,1732,4,945079889,521
4,1733,5,945079143,395
4,1734,3,964539357,45
4,1834,5,945174134,526
4,1860,2,986849001,433
4,1883,4,964622642,144
4,1885,3,964622617,183
4,1892,2,964539431,521
4,1895,4,945629179,75
4,1907,3,964540505,148
4,1914,4,964622714,156
4,1916,1,986934786,390
4,1923,3,986934870,320
4,1947,5,945079653,398
4,1966,2,964622684,597
4,1967,5,945078967,125
4,1968,4,986934786,319
4,2019,2,945078690,330
4,2076,4,945079052,475
4,2078,5,945079521,543
4,2109,4,986935016,289
4,2145,3,986935328,152
4,2150,5,986934738,186
4,2174,5,964539855,67
4,2186,5,945174008,296
4,2203,4,945079729,8
4,2204,5,964540008,8
4,2282,1,945629238,88
4,2324,1,964622590,228
4,2336,2,964538964,172
4,2351,4,945078467,452
4,2359,4,964622590,196
4,2390,5,945079164,125
4,2395,3,964623306,69
4,2406,4,986935302,244
4,2467,4,945079858,349
4,2571,1,945173385,453
4,2583,5,945078863,404
4,2599,5,964622684,526
4,2628,1,986848894,158
4,2683,4,945079790,125
4,2692,5,945079013,75
4,2712,2,945078542,241
4,2762,4,964539986,418
4,2763,1,964778621,3
4,2770,2,945173553,311
4,2791,5,964539628,19
4,2843,5,945078814,207
4,2858,5,964539140,535
4,2874,4,986935016,267
4,2921,4,945078708,598
4,2926,5,986934870,324
4,2959,2,945078528,40
4,2973,2,945078946,600
4,2997,4,986848610,434
4,3033,4,986936200,468
4,3044,5,945079920,46
4,3060,4,986934884,205
4,3079,3,964778197,385
4,3083,5,964622487,324
4,3160,4,964539121,222
4,3175,1,964538930,227
4,3176,4,964539771,49
4,3204,4,964539828,35
4,3255,4,964623306,169
4,3317,4,986934498,481
4,3358,3,964622758,476
4,3365,5,964538329,55
4,3386,4,964539395,85
4,3408,4,986849238,439
4,3481,2,964538243,217
4,3489,1,986848908,267
4,3508,5,964538351,275
4,3538,2,986849212,149
4,3591,1,986935199,138
4,3788,3,964539085,528
4,3809,3,986936207,544
4,3851,5,986849180,425
4,3897,4,986934465,255
4,3911,3,986849149,485
4,3967,4,986849164,495
4,3996,4,986849130,65
4,4002,3,986934819,19
4,4014,1,986849254,225
4,4020,3,986848856,237
4,4021,4,986849180,196
4,4027,3,986849201,570
4,4029,3,986849226,480
4,4033,4,986849149,459
4,4034,5,986848753,260
4,4074,3,986848665,141
4,4121,4,986934901,406
4,4144,3,986848685,382
4,4166,3,986848700,502
4,4226,2,1007569424,161
4,4239,5,986848685,477
4,4246,4,1007574542,532
4,4252,3,1007569465,177
4,4260,2,1007569424,256
4,4273,4,1007574470,557
4,4308,1,1007569465,5
4,4347,4,1007569586,294
4,4381,3,1007574509,547
4,4641,1,1007569586,105
4,4741,3,1007574532,419
4,4765,5,1007569445,178
4,4881,3,1007569445,13
4,4896,4,1007574532,433
4,4902,4,1007569465,461
4,4967,5,1007569424,106
5,1,4,847434962,432
5,21,4,847435238,401
5,34,4,847434881,306
5,36,4,847435292,53
5,39,3,847434961,409
5,50,4,847434881,570
5,58,5,847435238,372
5,110,4,847434880,566
5,150,3,847434748,394
5,153,3,847434802,156
5,232,4,847435292,83
5,247,5,847435337,359
5,253,3,847435292,573
5,261,4,847435238,72
5,265,3,847435129,554
5,266,1,847435311,514
5,290,5,847435311,422
5,296,5,847434748,400
5,300,3,847435337,560
5,316,2,847434832,174
5,318,3,847434880,186
5,344,3,847434802,54
5,349,3,847434832,228
5,357,2,847435238,553
5,364,3,847434882,497
5,367,4,847435129,501
5,380,2,847434748,46
5,410,3,847435292,574
5,457,4,847434801,139
5,474,4,847435337,257
5,475,5,847435311,297
5,515,3,847435129,298
5,527,5,847434960,35
5,531,4,847435258,528
5,534,3,847435311,127
5,588,4,847434801,608
5,589,3,847435258,151
5,590,5,847434747,238
5,592,3,847434747,458
5,594,5,847435238,439
5,595,5,847434832,188
5,596,5,847435292,172
5,597,3,847434962,253
5,608,3,847435258,484
6,2,4,845553522,371
6,3,5,845554296,42
6,4,3,845554349,343
6,5,5,845553938,195
6,6,4,845553757,515
6,7,4,845554264,544
6,8,3,845555281,300
6,10,3,845553253,440
6,11,4,845553489,125
6,13,3,845555588,514
6,15,4,845554505,602
6,16,4,845553819,34
6,17,4,845553559,100
6,19,2,845553382,276
6,21,2,845553382,450
6,22,5,845553875,434
6,24,4,845554397,82
6,25,3,845553695,356
6,26,4,845555362,29
6,27,3,845555402,553
6,31,3,845553819,108
6,32,4,845553426,243
6,34,4,845553354,36
6,36,5,845553726,299
6,41,4,845554962,548
6,43,4,845555607,132
6,45,3,845553907,15
6,46,4,845554551,63
6,47,4,845553317,365
6,50,1,845553381,114
6,54,4,845555402,40
6,60,4,845554263,393
6,61,4,845555454,105
6,62,4,845553660,238
6,65,3,845555070,558
6,66,3,845555151,102
6,76,4,845555317,56
6,79,3,845554907,581
6,86,5,845556131,505
6,87,3,845555300,231
6,88,2,845555694,548
6,89,4,845555124,578
6,92,4,845555454,507
6,93,4,845554584,157
6,95,4,845553559,227
6,100,3,845555151,87
6,102,1,845555436,103
6,104,4,845554349,36
6,105,3,845553757,540
6,110,5,845553283,549
6,112,4,845553994,382
6,113,3,845556257,516
6,126,3,845555342,6
6,135,3,845554987,172
6,140,3,845555024,4
6,141,4,845553586,244
6,145,4,845553966,96
6,146,4,845555607,392
6,150,4,845553110,463
6,151,4,845553586,204
6,153,3,845553146,316
6,158,4,845553660,190
6,159,3,845555006,377
6,160,5,845553457,601
6,161,3,845553253,534
6,163,3,845553907,540
6,165,3,845553146,576
6,168,5,845553695,48
6,170,3,845554263,359
6,171,3,845555402,247
6,174,3,845554479,561
6,177,3,845554931,521
6,179,1,845555362,481
6,180,2,845555006,414
6,181,3,845553938,521
6,185,3,845553283,563
6,186,3,845553619,408
6,189,3,845556241,259
6,191,2,845554931,403
6,195,4,845554455,44
6,196,3,845553586,354
6,201,3,845556290,259
6,204,3,845553619,369
6,205,3,845555477,581
6,207,4,845554024,289
6,208,3,845553253,292
6,209,3,845556106,26
6,210,4,845556310,481
6,212,4,845556181,239
6,216,4,845554099,254
6,217,3,845555382,108
6,218,2,845553994,114
6,219,3,845556131,70
6,222,4,845554024,471
6,224,3,845553794,200
6,225,4,845553381,219
6,230,5,845553966,295
6,231,3,845553174,272
6,234,2,845554176,493
6,236,4,845553559,26
6,237,4,845553875,341
6,239,3,845554987,435
6,240,3,845555571,376
6,243,3,845555588,482
6,248,5,845554263,231
6,250,4,845555588,420
6,251,3,845556257,608
6,252,4,845553619,564
6,253,3,845553283,420
6,254,3,845555655,242
6,256,3,845553726,451
6,257,5,845554176,394
6,258,3,845555172,83
6,261,4,845553695,44
6,262,5,845554551,40
6,265,3,845553726,525
6,266,3,845553457,35
6,267,3,845554376,366
6,270,3,845555172,152
6,271,4,845555249,355
6,273,3,845553875,235
6,274,4,845555151,495
6,276,4,845553907,126
6,277,5,845553844,454
6,279,3,845555436,17
6,281,4,845554320,380
6,282,3,845553522,206
6,288,2,845553283,37
6,289,3,845554455,492
6,291,3,845555571,125
6,292,4,845553253,100
6,293,3,845553660,510
6,296,2,845553110,319
6,302,3,845555436,527
6,303,3,845554099,397
6,304,4,845555546,161
6,310,3,845556119,540
6,312,1,845555151,78
6,313,3,845555546,188
6,314,5,845554603,265
6,315,4,845553522,580
6,316,5,845553174,521
6,317,4,845553457,166
6,318,5,845553200,408
6,327,1,845554062,74
6,329,4,845553200,162
6,330,3,845555071,194
6,332,3,845555046,150
6,333,5,845553757,49
6,336,3,845556223,157
6,337,5,845553586,545
6,339,4,845553253,271
6,340,4,845555265,374
6,342,3,845553938,568
6,343,3,845555172,493
6,344,3,845553146,554
6,347,3,845555300,67
6,348,3,845553938,271
6,349,5,845553146,123
6,350,5,845553489,355
6,351,4,845554455,290
6,352,3,845555382,518
6,353,4,845553726,570
6,354,4,845555402,85
6,355,4,845553819,422
6,356,5,845553200,443
6,357,3,845553457,297
6,358,3,845555265,283
6,359,3,845556412,122
6,360,3,845555094,385
6,361,4,845554376,53
6,362,3,845553994,517
6,364,5,845553317,58
6,366,3,845554962,439
6,367,4,845553317,346
6,368,5,845553726,223
6,370,4,845553794,550
6,371,3,845554141,112
6,374,3,845554296,224
6,377,5,845553317,346
6,378,3,845554987,495
6,380,4,845553110,93
6,381,3,845553994,373
6,382,3,845554397,50
6,383,3,845554320,281
6,405,3,845554603,466
6,410,3,845553354,140
6,412,3,845554505,228
6,415,4,845554420,399
6,416,3,845554962,11
6,419,3,845554224,313
6,426,3,845554551,506
6,432,5,845553489,293
6,434,4,845553200,367
6,435,3,845553489,484
6,437,3,845554505,113
6,440,4,845553457,159
6,445,3,845555124,383
6,450,4,845555024,274
6,454,4,845553283,443
6,455,3,845554062,183
6,457,5,845553174,149
6,458,3,845555546,429
6,460,3,845555281,419
6,466,2,845553844,458
6,468,4,845553907,608
6,469,4,845555477,54
6,472,3,845555632,167
6,474,4,845553522,244
6,475,4,845554099,326
6,477,4,845554141,491
6,480,5,845553200,264
6,485,3,845553794,351
6,489,3,845554505,541
6,490,3,845554584,166
6,491,4,845554141,311
6,493,3,845555172,495
6,494,3,845554176,219
6,497,3,845553819,208
6,500,5,845553354,290
6,502,3,845554455,220
6,505,3,845555317,90
6,508,4,845553586,70
6,509,3,845553522,191
6,510,3,845555546,160
6,515,4,845553794,402
6,516,4,845554908,64
6,520,3,845553844,583
6,524,3,845554479,437
6,527,3,845553426,491
6,531,3,845554296,345
6,532,3,845554224,572
6,536,3,845556181,388
6,537,3,845554551,450
6,539,3,845553426,194
6,540,3,845554099,146
6,542,4,845554524,310
6,543,3,845554099,52
6,546,2,845554349,85
6,548,3,845554908,364
6,552,3,845553875,591
6,553,5,845553559,175
6,569,4,845555342,158
6,575,3,845555070,500
6,587,5,845553381,578
6,588,5,845553146,203
6,589,3,845553317,195
6,590,5,845553109,156
6,592,3,845553109,208
6,593,4,845553174,49
6,594,4,845553819,583
6,595,5,845553174,95
6,596,3,845554141,497
6,597,4,845553354,504
6,606,3,845555024,435
6,608,3,845553844,311
6,609,4,845555342,317
6,616,5,845554062,103
6,628,3,845555300,439
6,631,4,845555265,85
6,637,4,845555046,35
6,640,1,845555362,411
6,647,4,845555151,225
6,662,3,845556147,68
6,667,3,845555342,454
6,694,3,845555694,490
6,697,3,845556378,22
6,700,4,845556147,320
6,704,3,845555571,2
6,708,4,845554376,237
6,709,5,845555249,465
6,710,3,845556223,38
6,711,4,845555317,163
6,719,2,845555694,212
6,736,5,845553619,287
6,747,3,845555046,48
6,762,1,845555006,75
6,765,3,845555632,4
6,775,3,845556462,216
6,780,5,845556915,344
6,783,5,845554584,152
6,795,3,845556506,348
6,799,3,845555656,55
6,801,3,845556194,102
6,802,4,845554584,496
6,818,3,845555514,222
6,830,5,845556222,84
6,835,4,845556194,389
6,837,3,845556241,574
6,838,4,845555514,189
6,839,3,845556120,592
6,842,3,845555675,204
6,848,4,845556340,404
6,852,4,845555694,38
6,867,3,845556412,473
6,880,3,845556181,206
6,881,3,845556340,61
6,888,3,845556448,103
6,891,3,845556241,36
6,979,3,845556808,350
6,981,3,845556567,312
6,986,4,845556475,305
6,991,4,845556808,338
6,996,4,845556323,351
6,999,2,845556412,532
6,1004,4,845556506,463
6,1006,4,845556694,464
6,1042,3,845556462,251
6,1049,5,845556694,419
6,1061,4,845556860,398
6,1064,4,845556579,128
6,1073,3,845555571,254
6,1082,4,845556278,346
6,1084,3,845555454,319
7,1,4.5,1106635946,118
7,50,4.5,1106635993,110
7,58,3,1106635520,2
7,150,4.5,1106635925,476
7,165,4,1106635987,139
7,260,5,1106635933,460
7,356,5,1106635915,278
7,380,3,1106635937,506
7,466,5,1106635532,303
7,480,5,1106635917,43
7,587,2,1106635714,236
7,588,3,1106635971,532
7,589,2.5,1106635940,600
7,592,3,1106635922,373
7,593,5,1106635912,107
7,595,3.5,1106712636,560
7,648,4,1106635981,196
7,750,4,1106636810,374
7,780,4.5,1106635943,170
7,920,3,1106635685,300
7,924,4,1106712615,285
7,1101,4,1106635502,2
7,1183,1.5,1106712613,161
7,1196,4,1106635996,163
7,1208,4,1106635462,82
7,1210,4,1106635965,499
7,1219,5,1106635496,15
7,1220,4.5,1106635464,259
7,1240,5,1106712575,137
7,1246,1.5,1106635678,133
7,1270,5,1106635681,416
7,1517,3.5,1106635489,65
7,1584,5,1106635423,218
7,1610,4,1106635429,133
7,1617,3,1107127060,602
7,1682,3,1106635653,78
7,1784,0.5,1106635416,45
7,1917,4,1106635484,508
7,1923,1.5,1106635444,347
7,1954,4.5,1106635657,544
7,2019,5,1106713565,146
7,2324,2,1106712559,81
7,2353,3.5,1106635625,10
7,2529,5,1106635640,561
7,2628,1.5,1106712553,193
7,2640,3,1106635540,518
7,2671,4.5,1113542732,283
7,2683,2,1106635420,308
7,2688,2.5,1106713072,297
7,2701,1.5,1106713076,394
7,2717,3.5,1106713081,168
7,2762,4.5,1106635648,295
7,2858,4,1106712546,546
7,3114,4.5,1106635500,416
7,3354,1.5,1106713005,195
7,3408,4.5,1106712549,56
7,3578,1.5,1106636534,8
7,3623,1,1106712541,32
7,3793,3.5,1106635630,21
7,3869,5,1106635733,174
7,3916,4,1106636596,73
7,3977,2.5,1106635635,284
7,3994,3,1161738301,443
7,4018,4,1106712913,349
7,4223,2,1106635742,104
7,4246,2,1110855253,97
7,4306,4,1106635524,208
7,4310,0.5,1107127033,561
7,4370,4.5,1106712869,535
7,4643,1,1106635749,165
7,4700,1.5,1109746591,546
7,4844,1.5,1161738352,481
7,4874,3,1106635738,405
7,4886,4,1106636531,41
7,4896,4,1106636718,407
7,4963,4,1106636702,600
7,4993,4.5,1106636589,189
7,4995,4.5,1106636610,560
7,5218,3.5,1106712866,511
7,5349,3.5,1106636606,244
7,5378,0.5,1106635735,532
7,5445,4,1106636707,499
7,5459,3,1106712820,553
7,5464,3,1106636612,313
7,5502,1.5,1106635745,570
7,5618,5,1106713586,485
7,5816,4.5,1106635705,497
7,5952,4.5,1106636527,500
7,5989,4,1106636600,52
7,5991,4.5,1106712818,387
7,6333,4,1106636516,528
7,6365,4,1106712831,155
7,6534,0.5,1157949714,370
7,6539,4.5,1106636584,170
7,6863,4.5,1106712827,586
7,6934,2,1106712812,253
7,7143,4.5,1106636579,285
7,7153,4,1106636520,335
7,7155,3,1173051472,600
7,7445,4,1107473963,371
7,8207,4.5,1106713442,396
7,8360,3.5,1106636782,543
7,8368,2.5,1106636592,106
7,8373,2,1108602792,534
7,8528,4.5,1106636844,592
7,8636,4.5,1106636511,323
7,8665,3.5,1108602755,169
7,8666,1,1106779625,75
7,8783,1,1161738306,366
7,8798,4.5,1106636602,566
7,8808,1.5,1109746594,575
7,8865,1,1106713549,25
7,8870,3.5,1118025961,469
7,8907,1,1110757877,101
7,8908,4.5,1122333561,524
7,8949,4,1110757890,31
7,8957,4,1106636098,90
7,8958,3.5,1110173697,349
7,8961,4,1106636064,244
7,8965,1,1106636095,43
7,8970,2.5,1106636069,577
7,8972,2.5,1111552650,303
7,8984,4,1106636101,265
7,27741,3,1107474020,85
7,30812,3.5,1113353083,380
7,30816,2,1107127004,605
7,31878,3.5,1118025982,14
7,32029,2,1118025946,35
7,32031,1.5,1122940686,115
7,32296,2,1118026013,177
7,32587,3.5,1128486479,367
7,33162,3.5,1116550784,85
7,33493,1,1121041079,455
7,33794,2,1121041002,35
7,33836,1,1125442102,527
7,34048,3,1121041015,194
7,34319,4.5,1122333538,95
7,37741,3.5,1162163504,321
7,38388,3.5,1149548381,222
7,42002,4.5,1144806100,398
7,45499,4,1157949636,456
7,45517,4.5,1157066190,56
7,45668,1,1159225196,439
7,45730,0.5,1161738279,84
7,46530,1,1157949732,353
7,48516,1,1169687318,210
7,48783,4.5,1162163488,492
7,48997,2.5,1174263740,470
7,49272,4.5,1165876367,445
7,49278,3.5,1174263775,392
7,49286,0.5,1176181731,43
7,49824,3,1173051469,469
8,2,4,839463806,290
8,10,2,839463509,375
8,11,4,839463806,249
8,21,4,839463564,551
8,32,3,839463624,62
8,34,5,839463546,516
8,39,3,839463644,567
8,47,4,839463546,297
8,50,5,839463644,438
8,110,3,839463527,597
8,141,3,839464076,516
8,150,4,839463422,20
8,153,2,839463451,591
8,185,5,839463509,515
8,186,4,839463856,44
8,208,3,839463509,452
8,231,4,839463470,108
8,235,3,839464076,162
8,236,3,839463767,254
8,252,3,839463856,269
8,253,5,839463509,65
8,282,3,839463767,47
8,292,3,839463489,37
8,296,4,839463422,566
8,317,3,839463644,364
8,318,5,839463489,74
8,339,3,839463509,455
8,356,3,839463527,95
8,357,5,839463767,150
8,364,5,839463546,500
8,367,3,839463564,302
8,377,4,839463644,476
8,380,5,839463422,112
8,432,1,839463702,124
8,440,3,839463728,336
8,454,4,839463546,460
8,457,3,839463489,307
8,480,4,839463527,54
8,500,2,839463624,378
8,527,5,839463728,272
8,539,3,839463728,286
8,586,3,839463702,427
8,587,3,839463702,535
8,590,5,839463422,398
8,592,3,839463422,495
8,593,4,839463470,339
8,597,3,839463728,279
9,41,3,1044656650,201
9,187,3,1044657119,40
9,223,4,1044656650,442
9,371,3,1044656716,215
9,627,3,1044657102,140
9,922,4,1044657026,264
9,923,5,1044657026,320
